Transcript_ID	nbre_exon	mRNA_length	a5UTR_length	a3UTR_length	CDS	Gene_ID	nbre_intron
AT5G08430.1	7	2046	273	116	1655	AT5G08430	6
AT5G08440.2	22	2862	367	196	2297	AT5G08440	21
AT5G08450.1	12	3075	179	148	2746	AT5G08450	11
AT5G08460.1	5	1257	0	103	1153	AT5G08460	4
AT5G08470.1	17	3701	0	324	3376	AT5G08470	16
AT5G08480.2	2	916	290	103	521	AT5G08480	1
AT5G08490.1	1	2549	0	0	2549	AT5G08490	0
AT5G08500.1	12	2010	67	180	1761	AT5G08500	11
AT5G08505.1	2	238	0	0	238	AT5G08505	1
AT5G08510.1	2	1919	0	384	1534	AT5G08510	1
AT5G08520.1	2	1811	620	294	895	AT5G08520	1
AT5G08530.1	3	1920	148	311	1459	AT5G08530	2
AT5G08535.1	4	784	244	115	423	AT5G08535	3
AT5G08540.1	6	1429	90	302	1035	AT5G08540	5
AT5G08550.1	6	3060	0	338	2721	AT5G08550	5
AT5G08560.1	5	2294	297	229	1766	AT5G08560	4
AT5G08565.1	5	658	65	245	346	AT5G08565	4
AT5G08570.1	4	1815	143	140	1530	AT5G08570	3
AT5G08580.1	9	1558	104	283	1169	AT5G08580	8
AT5G08590.1	9	1484	205	224	1053	AT5G08590	8
AT5G08600.2	12	2809	110	171	2526	AT5G08600	11
AT5G08610.1	10	2745	45	155	2543	AT5G08610	9
AT5G08620.1	10	1877	82	111	1682	AT5G08620	9
AT5G08630.1	11	2661	204	293	2162	AT5G08630	10
AT5G08640.1	3	1331	50	271	1008	AT5G08640	2
AT5G08650.1	22	2278	43	209	2024	AT5G08650	21
AT5G08660.1	13	2290	177	173	1938	AT5G08660	12
AT5G08670.1	9	1967	26	277	1662	AT5G08670	8
AT5G08680.1	9	2018	63	282	1671	AT5G08680	8
AT5G08690.1	9	1998	25	309	1662	AT5G08690	8
AT5G08695.1	14	2629	147	420	2060	AT5G08695	13
AT5G08710.1	14	1630	223	114	1291	AT5G08710	13
AT5G08712.1	1	107	0	0	0	AT5G08712	0
AT5G08717.1	1	100	0	0	0	AT5G08717	0
AT5G08720.1	10	2314	45	117	2150	AT5G08720	9
AT5G08730.1	2	1501	0	0	1501	AT5G08730	1
AT5G08740.1	10	1901	104	245	1550	AT5G08740	9
AT5G08750.3	5	1411	131	169	1109	AT5G08750	4
AT5G08760.1	3	385	6	137	240	AT5G08760	2
AT5G08770.1	1	902	8	0	893	AT5G08770	0
AT5G08780.1	5	1607	41	195	1369	AT5G08780	4
AT5G08790.1	3	1231	117	263	849	AT5G08790	2
AT5G09210.1	8	1804	0	0	1804	AT5G09210	7
AT5G09220.1	7	1787	120	190	1476	AT5G09220	6
AT5G09225.1	4	548	148	193	205	AT5G09225	3
AT5G09230.7	11	1371	84	165	1120	AT5G09230	10
AT5G09240.2	3	716	68	232	414	AT5G09240	2
AT5G09250.1	5	613	103	188	320	AT5G09250	4
AT5G09260.1	6	1034	43	344	645	AT5G09260	5
AT5G09270.1	2	674	133	204	335	AT5G09270	1
AT5G09280.1	3	891	0	0	891	AT5G09280	2
AT5G09290.1	8	1168	6	130	1030	AT5G09290	7
AT5G09300.1	9	1579	65	102	1410	AT5G09300	8
AT5G09310.1	2	687	36	210	439	AT5G09310	1
AT5G09320.1	7	2484	0	351	2132	AT5G09320	6
AT5G09330.1	5	2188	463	257	1466	AT5G09330	4
AT5G09340.1	1	239	0	0	239	AT5G09340	0
AT5G09345.1	1	83	0	0	0	AT5G09345	0
AT5G09350.1	16	4113	535	241	3335	AT5G09350	15
AT5G09360.1	6	1704	0	0	1704	AT5G09360	5
AT5G09370.1	3	631	69	86	474	AT5G09370	2
AT5G09380.1	10	809	0	0	809	AT5G09380	9
AT5G09390.1	9	1224	56	119	1047	AT5G09390	8
AT5G09400.1	10	2883	160	154	2567	AT5G09400	9
AT5G09410.3	16	3380	65	128	3185	AT5G09410	15
AT5G09420.1	13	1998	0	198	1799	AT5G09420	12
AT5G09430.1	4	932	0	0	932	AT5G09430	3
AT5G09440.1	1	1114	49	227	836	AT5G09440	0
AT5G09443.1	1	569	0	0	0	AT5G09443	0
AT5G09445.1	1	575	277	57	239	AT5G09445	0
AT5G09450.1	3	1637	65	343	1227	AT5G09450	2
AT5G09460.1	4	2542	862	698	980	AT5G09460	3
AT5G09461.1	4	2542	519	1858	163	AT5G09461	3
AT5G09462.1	4	2542	355	2132	53	AT5G09462	3
AT5G09463.1	4	2542	203	2260	77	AT5G09463	3
AT5G09470.1	2	1012	0	0	1012	AT5G09470	1
AT5G09480.1	1	779	77	266	434	AT5G09480	0
AT5G09490.1	4	679	61	161	455	AT5G09490	3
AT5G09500.1	4	648	67	130	449	AT5G09500	3
AT5G09510.1	4	1159	118	584	455	AT5G09510	3
AT5G09520.1	1	564	0	171	392	AT5G09520	0
AT5G09530.1	1	1537	78	345	1112	AT5G09530	0
AT5G09540.1	1	1048	0	205	842	AT5G09540	0
AT5G09550.1	12	1661	72	261	1326	AT5G09550	11
AT5G09560.1	7	1832	0	0	1832	AT5G09560	6
AT5G09570.1	5	690	63	210	415	AT5G09570	4
AT5G09580.1	8	1512	0	337	1174	AT5G09580	7
AT5G09585.1	1	751	0	0	0	AT5G09585	0
AT5G09590.1	6	2458	172	241	2043	AT5G09590	5
AT5G09600.1	4	1031	75	316	638	AT5G09600	3
AT5G09610.1	1	1553	0	0	1553	AT5G09610	0
AT5G09620.1	1	1986	82	307	1595	AT5G09620	0
AT5G09630.1	2	1528	207	159	1160	AT5G09630	1
AT5G09640.1	14	1633	58	189	1384	AT5G09640	13
AT5G09650.1	6	1175	95	181	897	AT5G09650	5
AT5G09655.1	1	73	0	0	0	AT5G09655	0
AT5G09660.4	7	1456	123	246	1085	AT5G09660	6
AT5G09670.2	2	2288	450	196	1640	AT5G09670	1
AT5G09672.1	2	2290	257	1933	98	AT5G09672	1
AT5G09680.1	4	918	124	159	633	AT5G09680	3
AT5G09690.2	12	1443	84	175	1182	AT5G09690	11
AT5G09700.1	4	1598	20	0	1577	AT5G09700	3
AT5G09710.1	9	978	0	0	978	AT5G09710	8
AT5G09711.1	1	137	0	0	137	AT5G09711	0
AT5G09720.1	11	1133	0	255	877	AT5G09720	10
AT5G09730.1	6	2424	35	71	2316	AT5G09730	5
AT5G09740.1	9	1563	44	188	1329	AT5G09740	8
AT5G09750.1	1	674	0	0	674	AT5G09750	0
AT5G09755.1	1	72	0	0	0	AT5G09755	0
AT5G09760.1	2	1904	70	178	1654	AT5G09760	1
AT5G09770.1	6	747	42	226	477	AT5G09770	5
AT5G09780.1	4	923	0	0	923	AT5G09780	3
AT5G09790.2	6	1357	0	222	1134	AT5G09790	5
AT5G09800.1	1	1401	60	110	1229	AT5G09800	0
AT5G09805.1	1	299	0	0	299	AT5G09805	0
AT5G09810.1	5	1695	170	393	1130	AT5G09810	4
AT5G09820.2	6	1194	66	310	816	AT5G09820	5
AT5G09830.1	3	501	51	169	279	AT5G09830	2
AT5G09840.1	2	2803	29	0	2773	AT5G09840	1
AT5G09850.1	9	1958	667	236	1053	AT5G09850	8
AT5G09860.1	20	2163	182	199	1780	AT5G09860	19
AT5G09870.1	13	3485	0	287	3197	AT5G09870	12
AT5G09876.1	2	409	0	91	317	AT5G09876	1
AT5G09880.1	13	1860	84	203	1571	AT5G09880	12
AT5G09890.2	12	1972	167	264	1539	AT5G09890	11
AT5G09900.3	11	1667	160	127	1378	AT5G09900	10
AT5G09910.1	8	1122	0	126	995	AT5G09910	7
AT5G09920.1	6	709	92	204	411	AT5G09920	5
AT5G09930.1	8	2029	0	0	2029	AT5G09930	7
AT5G09940.1	1	641	0	0	641	AT5G09940	0
AT5G09950.1	1	2987	0	0	2987	AT5G09950	0
AT5G09960.1	3	690	182	170	336	AT5G09960	2
AT5G09970.1	2	2157	295	251	1609	AT5G09970	1
AT5G09975.1	1	80	0	0	0	AT5G09975	0
AT5G09976.1	2	283	8	32	241	AT5G09976	1
AT5G09978.1	2	559	14	287	256	AT5G09978	1
AT5G09980.1	2	539	58	235	244	AT5G09980	1
AT5G09990.1	2	414	54	99	259	AT5G09990	1
AT5G09995.2	5	953	75	107	769	AT5G09995	4
AT5G10000.1	1	446	0	0	446	AT5G10000	0
AT5G10010.1	13	1759	191	274	1292	AT5G10010	12
AT5G10020.1	3	3690	252	292	3144	AT5G10020	2
AT5G10030.1	9	1666	253	324	1087	AT5G10030	8
AT5G10040.1	1	434	0	170	263	AT5G10040	0
AT5G10050.1	3	978	53	86	837	AT5G10050	2
AT5G10060.1	7	1978	329	244	1403	AT5G10060	6
AT5G10070.2	10	1061	108	160	791	AT5G10070	9
AT5G10080.1	9	1578	0	0	1578	AT5G10080	8
AT5G10090.1	4	1781	0	0	1781	AT5G10090	3
AT5G10100.1	11	1269	0	169	1099	AT5G10100	10
AT5G10110.1	5	1338	155	220	962	AT5G10110	4
AT5G10120.1	1	1415	0	0	1415	AT5G10120	0
AT5G10130.1	2	845	99	251	493	AT5G10130	1
AT5G10140.1	7	920	108	226	584	AT5G10140	6
AT5G10150.1	5	1464	30	192	1240	AT5G10150	4
AT5G10160.1	4	882	72	152	656	AT5G10160	3
AT5G10170.1	10	1874	89	260	1523	AT5G10170	9
AT5G10180.1	10	2407	80	301	2024	AT5G10180	9
AT5G10190.1	3	1759	71	222	1464	AT5G10190	2
AT5G10200.1	3	2514	277	341	1894	AT5G10200	2
AT5G10210.1	1	996	95	306	593	AT5G10210	0
AT5G10220.1	4	1106	40	111	953	AT5G10220	3
AT5G10230.1	4	1172	26	197	947	AT5G10230	3
AT5G10235.1	1	72	0	0	0	AT5G10235	0
AT5G10240.1	14	2016	47	244	1723	AT5G10240	13
AT5G10250.1	6	1818	0	0	1818	AT5G10250	5
AT5G10260.1	6	832	0	213	618	AT5G10260	5
AT5G10270.1	12	1705	90	107	1506	AT5G10270	11
AT5G10278.1	7	984	0	0	0	AT5G10278	6
AT5G10280.1	3	1463	206	253	1002	AT5G10280	2
AT5G10290.1	11	2195	195	166	1832	AT5G10290	10
AT5G10300.1	3	987	66	145	774	AT5G10300	2
AT5G10310.1	2	654	138	147	367	AT5G10310	1
AT5G10320.1	14	1539	116	223	1198	AT5G10320	13
AT5G10330.1	8	1606	191	166	1247	AT5G10330	7
AT5G10336.1	1	122	0	0	122	AT5G10336	0
AT5G10340.1	2	1336	0	0	1336	AT5G10340	1
AT5G10350.1	6	949	60	239	648	AT5G10350	5
AT5G10360.1	6	1096	91	259	744	AT5G10360	5
AT5G10370.1	4	5480	0	155	5324	AT5G10370	3
AT5G10380.1	1	1178	183	88	905	AT5G10380	0
AT5G10390.1	1	703	74	217	410	AT5G10390	0
AT5G10400.1	1	663	63	188	410	AT5G10400	0
AT5G10410.1	2	1365	36	312	1015	AT5G10410	1
AT5G10420.1	9	1486	0	24	1461	AT5G10420	8
AT5G10430.1	1	781	77	295	407	AT5G10430	0
AT5G10440.1	6	1055	68	94	891	AT5G10440	5
AT5G10450.4	4	1527	85	622	818	AT5G10450	3
AT5G10455.1	1	81	0	0	0	AT5G10455	0
AT5G10460.1	7	1059	40	103	914	AT5G10460	6
AT5G10470.2	23	4123	124	195	3802	AT5G10470	22
AT5G10480.3	10	1027	102	240	683	AT5G10480	9
AT5G10490.1	14	2377	216	150	2009	AT5G10490	13
AT5G10500.1	2	2702	86	69	2545	AT5G10500	1
AT5G10504.1	1	101	0	0	101	AT5G10504	0
AT5G10510.3	8	2463	461	193	1807	AT5G10510	7
AT5G10520.1	8	1871	260	213	1396	AT5G10520	7
AT5G10525.1	1	72	0	0	0	AT5G10525	0
AT5G10530.1	1	1955	0	0	1955	AT5G10530	0
AT5G10540.1	18	2834	53	690	2089	AT5G10540	17
AT5G10550.1	5	2032	0	0	2032	AT5G10550	4
AT5G10560.1	6	2468	14	79	2373	AT5G10560	5
AT5G10570.1	4	1059	0	114	944	AT5G10570	3
AT5G10572.1	1	132	0	0	0	AT5G10572	0
AT5G10580.1	2	906	89	76	739	AT5G10580	1
AT5G10590.1	2	241	0	0	241	AT5G10590	1
AT5G10600.1	1	1842	189	101	1550	AT5G10600	0
AT5G10605.1	2	254	32	50	170	AT5G10605	1
AT5G10610.1	1	1617	10	103	1502	AT5G10610	0
AT5G10620.1	7	721	0	145	575	AT5G10620	6
AT5G10625.1	1	994	146	508	338	AT5G10625	0
AT5G10630.2	11	2351	148	204	1997	AT5G10630	10
AT5G10650.1	6	1925	86	264	1573	AT5G10650	5
AT5G10660.2	2	1392	34	0	1357	AT5G10660	1
AT5G10670.1	2	655	0	0	0	AT5G10670	1
AT5G10680.1	1	725	0	0	725	AT5G10680	0
AT5G10690.1	11	1901	118	49	1732	AT5G10690	10
AT5G10695.1	1	558	153	200	203	AT5G10695	0
AT5G10700.1	3	600	0	0	600	AT5G10700	2
AT5G10710.2	13	1157	98	130	927	AT5G10710	12
AT5G10720.1	13	3278	375	144	2757	AT5G10720	12
AT5G10730.1	10	1293	230	207	854	AT5G10730	9
AT5G10740.1	9	1528	242	227	1057	AT5G10740	8
AT5G10745.1	3	1388	77	1155	154	AT5G10745	2
AT5G10750.1	1	1205	120	175	908	AT5G10750	0
AT5G10760.1	2	1764	41	328	1393	AT5G10760	1
AT5G10770.1	3	1760	116	220	1422	AT5G10770	2
AT5G10780.2	6	987	142	285	558	AT5G10780	5
AT5G10790.1	3	1844	98	73	1671	AT5G10790	2
AT5G10800.1	17	3071	0	243	2827	AT5G10800	16
AT5G10810.1	4	636	78	230	326	AT5G10810	3
AT5G10820.1	4	1612	54	48	1508	AT5G10820	3
AT5G10830.1	2	900	44	70	784	AT5G10830	1
AT5G10840.1	7	2243	80	221	1940	AT5G10840	6
AT5G10850.1	1	665	0	0	0	AT5G10850	0
AT5G10860.1	6	1019	120	281	616	AT5G10860	5
AT5G10870.1	6	1035	96	144	793	AT5G10870	5
AT5G10880.1	3	927	0	0	927	AT5G10880	2
AT5G10890.1	2	886	0	0	886	AT5G10890	1
AT5G10900.1	10	2248	75	377	1794	AT5G10900	9
AT5G10910.1	5	1400	34	64	1300	AT5G10910	4
AT5G10920.1	5	1852	52	249	1549	AT5G10920	4
AT5G10930.1	1	1748	207	202	1337	AT5G10930	0
AT5G10940.1	19	2613	103	253	2255	AT5G10940	18
AT5G10945.1	1	85	0	0	0	AT5G10945	0
AT5G10946.1	2	831	61	602	166	AT5G10946	1
AT5G10950.1	7	1567	101	283	1181	AT5G10950	6
AT5G10960.1	2	1354	247	272	833	AT5G10960	1
AT5G10970.1	1	818	0	0	818	AT5G10970	0
AT5G10980.1	3	711	116	185	408	AT5G10980	2
AT5G10990.1	1	865	44	373	446	AT5G10990	0
AT5G11000.1	1	1396	89	136	1169	AT5G11000	0
AT5G11010.2	9	1480	180	199	1099	AT5G11010	8
AT5G11020.1	10	1740	250	196	1292	AT5G11020	9
AT5G11027.1	1	116	0	0	116	AT5G11027	0
AT5G11030.2	13	2010	53	159	1796	AT5G11030	12
AT5G11040.1	10	3908	44	311	3551	AT5G11040	9
AT5G11050.1	3	1520	51	198	1269	AT5G11050	2
AT5G11060.1	6	1804	289	337	1176	AT5G11060	5
AT5G11070.1	1	778	96	222	458	AT5G11070	0
AT5G11080.2	12	1718	380	225	1111	AT5G11080	11
AT5G11090.1	1	1166	115	396	653	AT5G11090	0
AT5G11100.1	11	1698	0	0	1698	AT5G11100	10
AT5G11110.1	13	3563	199	231	3131	AT5G11110	12
AT5G11130.1	4	1439	0	0	1439	AT5G11130	3
AT5G11140.1	1	725	0	0	725	AT5G11140	0
AT5G11150.1	4	1268	266	338	662	AT5G11150	3
AT5G11160.1	6	1045	253	220	570	AT5G11160	5
AT5G11170.1	12	1703	98	330	1273	AT5G11170	11
AT5G11180.1	5	2716	0	0	2716	AT5G11180	4
AT5G11190.1	2	568	0	0	568	AT5G11190	1
AT5G11200.2	15	1872	95	328	1447	AT5G11200	14
AT5G11210.1	6	2484	0	0	2484	AT5G11210	5
AT5G11220.1	1	921	0	123	797	AT5G11220	0
AT5G11225.1	1	71	0	0	0	AT5G11225	0
AT5G11230.1	1	1055	0	0	1055	AT5G11230	0
AT5G11240.1	14	2240	200	203	1835	AT5G11240	13
AT5G11250.1	4	3566	0	0	3566	AT5G11250	3
AT5G11260.1	4	898	191	202	503	AT5G11260	3
AT5G11270.1	4	1355	21	271	1061	AT5G11270	3
AT5G11280.1	3	875	73	173	627	AT5G11280	2
AT5G11290.1	1	1471	164	244	1061	AT5G11290	0
AT5G11300.1	13	1730	136	293	1299	AT5G11300	12
AT5G11310.1	2	2103	87	207	1807	AT5G11310	1
AT5G11320.1	4	1414	0	181	1232	AT5G11320	3
AT5G11325.1	1	71	0	0	0	AT5G11325	0
AT5G11330.1	4	1386	35	126	1223	AT5G11330	3
AT5G11340.1	3	796	70	232	492	AT5G11340	2
AT5G11350.1	15	2505	21	232	2250	AT5G11350	14
AT5G11360.1	3	950	95	265	588	AT5G11360	2
AT5G11370.1	5	931	0	0	931	AT5G11370	4
AT5G11380.1	10	2458	173	190	2093	AT5G11380	9
AT5G11390.1	5	2382	121	151	2108	AT5G11390	4
AT5G11400.2	6	909	0	0	909	AT5G11400	5
AT5G11410.1	6	1005	0	0	1005	AT5G11410	5
AT5G11412.1	1	850	0	322	527	AT5G11412	0
AT5G11416.1	1	230	0	0	230	AT5G11416	0
AT5G11420.1	3	1510	107	303	1098	AT5G11420	2
AT5G11425.1	1	209	0	0	209	AT5G11425	0
AT5G11430.1	5	2877	110	147	2618	AT5G11430	4
AT5G11440.1	3	898	85	345	466	AT5G11440	2
AT5G11450.1	11	1129	47	197	883	AT5G11450	10
AT5G11460.1	3	1436	149	252	1033	AT5G11460	2
AT5G11470.1	13	2400	97	39	2262	AT5G11470	12
AT5G11475.1	1	72	0	0	0	AT5G11475	0
AT5G11480.1	4	1213	102	156	953	AT5G11480	3
AT5G11490.2	12	2906	175	188	2541	AT5G11490	11
AT5G11500.1	6	1216	167	405	642	AT5G11500	5
AT5G11510.1	12	3394	325	192	2875	AT5G11510	11
AT5G11520.1	11	1550	42	167	1339	AT5G11520	10
AT5G11530.1	8	4051	383	381	3285	AT5G11530	7
AT5G11540.1	3	1755	0	0	1755	AT5G11540	2
AT5G11550.1	1	1237	98	193	944	AT5G11550	0
AT5G11560.1	12	3255	64	252	2937	AT5G11560	11
AT5G11570.1	5	1441	0	0	1441	AT5G11570	4
AT5G11580.1	5	1969	102	208	1657	AT5G11580	4
AT5G11590.1	1	1192	226	254	710	AT5G11590	0
AT5G11600.1	4	970	83	160	725	AT5G11600	3
AT5G11610.1	5	1939	172	128	1637	AT5G11610	4
AT5G11620.1	2	902	18	62	820	AT5G11620	1
AT5G11630.1	4	649	84	283	280	AT5G11630	3
AT5G11640.1	9	1041	11	275	753	AT5G11640	8
AT5G11650.1	7	1564	88	308	1166	AT5G11650	6
AT5G11660.1	5	922	0	0	922	AT5G11660	4
AT5G11670.1	19	2157	206	201	1748	AT5G11670	18
AT5G11680.1	6	1033	196	216	619	AT5G11680	5
AT5G11690.1	2	854	266	185	401	AT5G11690	1
AT5G11700.2	24	5199	292	498	4407	AT5G11700	23
AT5G11710.1	11	2181	162	345	1672	AT5G11710	10
AT5G11720.1	6	2850	25	120	2703	AT5G11720	5
AT5G11730.1	2	2051	651	239	1159	AT5G11730	1
AT5G11740.1	1	541	66	288	185	AT5G11740	0
AT5G11750.1	5	1084	112	285	685	AT5G11750	4
AT5G11760.1	2	838	139	152	545	AT5G11760	1
AT5G11770.1	2	1068	70	341	655	AT5G11770	1
AT5G11780.1	5	1739	69	158	1510	AT5G11780	4
AT5G11790.1	11	1452	131	295	1024	AT5G11790	10
AT5G11800.1	20	2211	137	298	1774	AT5G11800	19
AT5G11810.1	6	1242	18	307	915	AT5G11810	5
AT5G11820.1	1	527	0	0	527	AT5G11820	0
AT5G11830.1	1	524	0	0	524	AT5G11830	0
AT5G11840.1	4	955	0	160	794	AT5G11840	3
AT5G11850.1	13	2964	47	285	2630	AT5G11850	12
AT5G11860.1	4	1427	290	220	915	AT5G11860	3
AT5G11870.2	7	1234	299	127	806	AT5G11870	6
AT5G11880.1	8	1786	43	279	1462	AT5G11880	7
AT5G11890.1	1	1280	105	310	863	AT5G11890	0
AT5G11900.1	7	1014	168	254	590	AT5G11900	6
AT5G11910.1	7	1147	30	228	887	AT5G11910	6
AT5G11920.1	7	1910	98	164	1646	AT5G11920	6
AT5G11930.1	1	705	33	224	446	AT5G11930	0
AT5G11940.1	9	2280	0	0	2280	AT5G11940	8
AT5G11950.1	7	916	103	167	644	AT5G11950	6
AT5G11960.1	9	1352	52	272	1026	AT5G11960	8
AT5G11970.1	1	684	148	217	317	AT5G11970	0
AT5G11977.1	1	95	0	0	0	AT5G11977	0
AT5G11980.1	12	1978	122	156	1698	AT5G11980	11
AT5G11990.1	1	545	0	0	545	AT5G11990	0
AT5G12000.1	7	2478	133	244	2099	AT5G12000	6
AT5G12010.1	1	1727	55	162	1508	AT5G12010	0
AT5G12020.1	1	701	61	171	467	AT5G12020	0
AT5G12030.1	1	630	52	106	470	AT5G12030	0
AT5G12040.1	10	1499	93	304	1100	AT5G12040	9
AT5G12043.1	1	134	0	0	134	AT5G12043	0
AT5G12050.1	1	1409	108	211	1088	AT5G12050	0
AT5G12060.1	1	452	0	0	452	AT5G12060	0
AT5G12070.1	1	458	0	0	458	AT5G12070	0
AT5G12080.1	7	2527	191	134	2200	AT5G12080	6
AT5G12085.1	1	4505	0	0	0	AT5G12085	0
AT5G12090.1	2	1108	0	0	1108	AT5G12090	1
AT5G12100.1	1	2717	24	241	2450	AT5G12100	0
AT5G12110.1	6	932	14	235	681	AT5G12110	5
AT5G12120.1	2	2152	111	180	1859	AT5G12120	1
AT5G12130.1	14	1491	18	330	1141	AT5G12130	13
AT5G12140.1	3	681	86	289	304	AT5G12140	2
AT5G12150.1	22	2934	204	266	2462	AT5G12150	21
AT5G12170.2	8	1606	86	167	1351	AT5G12170	7
AT5G12180.1	7	1965	111	272	1580	AT5G12180	6
AT5G12190.1	1	673	99	198	374	AT5G12190	0
AT5G12200.1	13	1839	83	171	1583	AT5G12200	12
AT5G12210.1	10	1378	150	270	956	AT5G12210	9
AT5G12220.1	7	1963	62	70	1829	AT5G12220	6
AT5G12230.1	7	1319	333	323	661	AT5G12230	6
AT5G12235.1	1	311	0	0	311	AT5G12235	0
AT5G12236.1	1	134	0	0	134	AT5G12236	0
AT5G12240.1	6	788	67	218	501	AT5G12240	5
AT5G12250.1	4	1692	133	210	1347	AT5G12250	3
AT5G12260.1	3	2118	51	193	1872	AT5G12260	2
AT5G12270.1	2	1081	0	0	1081	AT5G12270	1
AT5G12280.1	5	1255	0	0	1255	AT5G12280	4
AT5G12290.1	14	2092	93	202	1795	AT5G12290	13
AT5G12300.1	1	1482	162	194	1124	AT5G12300	0
AT5G12310.1	4	1369	348	258	761	AT5G12310	3
AT5G12320.1	6	686	77	178	429	AT5G12320	5
AT5G12323.1	1	110	0	0	110	AT5G12323	0
AT5G12330.4	3	1948	424	301	1221	AT5G12330	2
AT5G12340.1	1	662	0	0	662	AT5G12340	0
AT5G12350.1	9	3922	446	255	3219	AT5G12350	8
AT5G12360.1	5	1042	269	190	581	AT5G12360	4
AT5G12370.1	25	2790	109	226	2454	AT5G12370	24
AT5G12380.1	6	945	0	0	945	AT5G12380	5
AT5G12390.1	5	1093	88	504	499	AT5G12390	4
AT5G12400.1	9	5325	0	524	4800	AT5G12400	8
AT5G12410.1	7	1321	37	158	1124	AT5G12410	6
AT5G12420.1	7	1716	25	253	1436	AT5G12420	6
AT5G12430.1	11	3983	0	495	3487	AT5G12430	10
AT5G12440.1	8	2565	190	426	1947	AT5G12440	7
AT5G12450.1	1	191	0	0	191	AT5G12450	0
AT5G12460.1	3	1323	0	0	1323	AT5G12460	2
AT5G12470.1	8	1627	145	327	1153	AT5G12470	7
AT5G12480.1	9	2107	204	301	1600	AT5G12480	8
AT5G12840.1	7	1268	146	306	814	AT5G12840	6
AT5G12850.1	2	2771	258	391	2120	AT5G12850	1
AT5G12860.1	3	1943	30	240	1671	AT5G12860	2
AT5G12870.1	2	1109	52	214	841	AT5G12870	1
AT5G12880.1	1	443	26	194	221	AT5G12880	0
AT5G12890.1	1	1650	102	80	1466	AT5G12890	0
AT5G12900.1	2	2093	173	231	1687	AT5G12900	1
AT5G12910.1	1	395	0	0	395	AT5G12910	0
AT5G12920.2	20	1843	0	143	1699	AT5G12920	19
AT5G12930.1	6	1654	74	264	1314	AT5G12930	5
AT5G12940.1	1	1292	69	106	1115	AT5G12940	0
AT5G12950.1	12	2907	163	168	2574	AT5G12950	11
AT5G12960.1	12	2823	86	149	2586	AT5G12960	11
AT5G12970.1	2	2555	219	25	2309	AT5G12970	1
AT5G12980.1	9	1151	44	178	927	AT5G12980	8
AT5G12990.1	3	240	0	0	240	AT5G12990	2
AT5G13000.1	43	6117	140	149	5826	AT5G13000	42
AT5G13010.1	17	4289	336	200	3751	AT5G13010	16
AT5G13020.1	11	1839	411	241	1185	AT5G13020	10
AT5G13030.1	8	2133	11	226	1894	AT5G13030	7
AT5G13050.1	8	1263	80	355	826	AT5G13050	7
AT5G13060.1	18	2335	0	138	2196	AT5G13060	17
AT5G13070.1	3	875	134	189	550	AT5G13070	2
AT5G13080.1	2	755	130	187	436	AT5G13080	1
AT5G13090.1	1	1087	104	172	809	AT5G13090	0
AT5G13100.1	4	1508	128	317	1061	AT5G13100	3
AT5G13110.1	9	2103	140	179	1782	AT5G13110	8
AT5G13120.1	6	1049	63	210	774	AT5G13120	5
AT5G13130.1	17	2436	132	192	2110	AT5G13130	16
AT5G13140.1	2	980	49	127	802	AT5G13140	1
AT5G13150.1	1	2101	0	139	1961	AT5G13150	0
AT5G13160.1	5	1844	274	202	1366	AT5G13160	4
AT5G13170.1	6	1297	134	288	873	AT5G13170	5
AT5G13180.1	3	1098	70	270	756	AT5G13180	2
AT5G13181.1	1	137	0	0	137	AT5G13181	0
AT5G13190.1	3	772	199	169	402	AT5G13190	2
AT5G13200.1	3	1103	76	209	816	AT5G13200	2
AT5G13205.1	1	4070	0	0	0	AT5G13205	0
AT5G13210.1	1	2182	62	97	2021	AT5G13210	0
AT5G13220.1	5	1014	112	311	589	AT5G13220	4
AT5G13225.1	1	82	0	0	0	AT5G13225	0
AT5G13230.1	1	2468	0	0	2468	AT5G13230	0
AT5G13240.1	11	1047	125	255	665	AT5G13240	10
AT5G13250.1	4	1508	216	130	1160	AT5G13250	3
AT5G13260.1	17	1938	135	204	1597	AT5G13260	16
AT5G13270.1	1	2258	0	0	2258	AT5G13270	0
AT5G13280.1	13	1957	77	181	1697	AT5G13280	12
AT5G13290.2	2	1507	220	81	1204	AT5G13290	1
AT5G13300.1	19	3083	295	321	2465	AT5G13300	18
AT5G13310.1	2	1527	67	347	1111	AT5G13310	1
AT5G13320.1	5	1971	91	154	1724	AT5G13320	4
AT5G13330.1	2	1160	323	198	637	AT5G13330	1
AT5G13340.1	4	774	48	0	725	AT5G13340	3
AT5G13350.1	5	1759	0	0	1759	AT5G13350	4
AT5G13360.3	6	2237	131	91	2013	AT5G13360	5
AT5G13370.1	5	2090	176	129	1783	AT5G13370	4
AT5G13380.1	6	2028	72	85	1869	AT5G13380	5
AT5G13390.1	4	3583	61	152	3368	AT5G13390	3
AT5G13400.1	4	2181	143	165	1871	AT5G13400	3
AT5G13410.1	10	960	73	124	761	AT5G13410	9
AT5G13420.1	7	1698	99	287	1310	AT5G13420	6
AT5G13430.1	2	1220	113	288	817	AT5G13430	1
AT5G13440.1	2	1284	158	301	823	AT5G13440	1
AT5G13450.1	6	1062	106	243	711	AT5G13450	5
AT5G13460.1	6	1767	326	112	1327	AT5G13460	5
AT5G13470.1	3	719	37	203	477	AT5G13470	2
